ID         交易年月  總價(含車)  單價(含車)  權狀   建坪
IFFBF28CA  13-03     2592(2717)  50(44)      61.8   52.0
LFFBF48CA  16-02     4252(4690)  63(51)      91.1   67.4
IFFBF38CA  13-03     2543(2678)  48(43)      62.4   52.7
PFFBF66CA  20-05     3110(3325)  46(42)      79.7   67.8
PFFBF78CA  19-11     2950(3170)  53(43)      73.2   55.6
IFFBF78CA  13-05     3133(3313)  51(50)      66.1   60.9
IFFBF87CA  13-02     2776(3136)  55(45)      69.7   50.3
JFFBF18CA  14-05     4158(4572)  56(47)      96.3   73.9
OFFBF97CA  19-07     3400(3830)  53(43)      89.1   64.5
IFFBF77CA  13-02     2694(3094)  48(41)      75.6   56.2
LFFBF97CA  16-09     2630(2630)  36(36)      72.1   72.1
LFFBF87CA  15-12     4445(4883)  59(49)      99.3   75.7
LFFBF58CA  16-07     3780(3986)  57(51)      78.7   66.8
OFFBF78CA  19-05     2428(2628)  43(38)      69.2   56.9
OFFBF48CA  18-11     2300(2530)  41(36)      69.5   55.9
OFFBF98CA  19-06     3170(3370)  45(36)      92.4   71.2
MFFBF09CA  17-08     2900(3300)  41(38)      85.9   69.9
JFFBF28CA  14-11     4186(4431)  58(51)      87.3   72.8
PFFBF88CA  19-12     2610(2850)  40(37)      78.0   65.9
IFFBF48CA  13-03     3023(3258)  52(48)      68.1   58.4
JFFBF48CA  14-10     4000(4400)  50(43)      101.9  79.3
OFFBF98CA  19-08     2430(2610)  43(38)      68.4   56.0
IFFBF88CA  13-05     3228(3408)  53(52)      65.8   60.5
OFFBF88CA  19-07     2544(2756)  46(41)      68.0   55.8
IFFBF97CA  13-01     2698(3118)  46(40)      78.0   58.5
IFFBF87CA  13-02     2840(3160)  48(40)      79.0   59.6
OFFBF68CA  19-06     3282(3742)  42(40)      94.0   78.0
OFFBF48CA  19-02     2425(2888)  44(36)      80.1   55.6
MFFBF68CA  17-04     2970(3200)  50(45)      71.1   59.3
OFFBF98CA  19-06     2541(2766)  46(41)      68.0   55.8
PFFBF66CA  20-05     1835(1835)  35(35)      52.5   52.5
JFFBF58CA  14-10     2785(3225)  51(42)      77.2   54.6
IFFBF78CA  13-01     2511(2941)  49(41)      71.0   51.6
PFFBF57EA  20-08     2300(2700)  41(36)      75.9   56.5
MFFBF97CA  16-07     4450(4930)  56(47)      106.0  79.9
NFFBF48CA  17-10     2530(2740)  46(41)      67.1   54.8
IFFBF08CA  13-01     2660(3020)  47(40)      76.0   56.5
OFFBF68CA  19-07     3250(3350)  45(41)      82.6   72.0
IFFBF98CA  13-06     2453(2673)  44(41)      65.6   55.9
IFFBF88CA  13-01     2558(2793)  49(45)      62.0   52.3
IFFBF09CA  13-05     3250(3430)  53(52)      66.1   60.9
KFFBF48CA  15-04     3524(3925)  57(46)      86.2   62.2
IFFBF18CA  13-01     2419(2569)  46(42)      61.8   52.1
OFFBF88CA  19-04     2526(2756)  45(40)      68.5   56.3
OFFBF48CA  19-09     2730(2730)  41(41)      67.0   67.0
PFFBF88CA  20-03     3264(3724)  42(40)      94.0   78.0
IFFBF68CA  13-01     3400(3885)  51(40)      96.5   67.3
IFFBF56CA  13-05     3113(3293)  51(50)      66.0   61.5
IFFBF09CA  13-01     2412(2812)  46(39)      71.6   52.2
PFFBF68CA  19-10     3000(3380)  42(35)      96.2   71.6
IFFBF78CA  13-01     3333(3528)  50(46)      76.7   67.0
IFFBF56CA  13-05     3140(3490)  52(50)      70.3   60.5
IFFBF09CA  13-01     2840(3270)  54(45)      71.9   52.4
IFFBF56CA  13-01     2521(2871)  48(40)      71.7   52.2
IFFBF38CA  13-05     2450(2870)  47(40)      71.2   51.8
PFFBF78CA  19-10     3560(4320)  46(34)      125.8  76.6
NFFBF58CA  17-11     3800(4000)  54(44)      91.3   70.1
PFFBF09DA  20-01     2750(2950)  46(41)      71.2   59.4
LFFBF48CA  15-11     3460(3645)  44(42)      86.0   78.0
IFFBF88CA  13-01     2846(3031)  53(48)      63.2   53.5
OFFBF97CA  19-02     2980(2980)  42(42)      71.0   71.0
JFFBF37CA  14-10     2920(3360)  53(44)      77.2   54.6
IFFBF57CA  13-01     2506(2776)  48(39)      71.7   52.2
IFFBF47CA  13-02     2935(3365)  52(44)      76.0   56.6
PFFBF09DA  20-06     2501(2716)  43(39)      69.7   57.5
PFFBF09CA  20-05     2620(3050)  47(38)      80.2   55.7
MFFBF28CA  17-08     3950(4150)  51(42)      99.2   78.0
MFFBF56DA  17-07     2860(3100)  52(46)      67.2   55.3
JFFBF97CA  14-08     2600(2600)  51(51)      50.8   50.8
IFFBF97CA  13-10     3221(3459)  58(52)      67.0   55.8
IFFBF38CA  13-01     2768(2953)  53(48)      61.9   52.1
JFFBF67CA  13-11     3312(3510)  58(51)      68.2   57.0
LFFBF77CA  15-12     4245(4610)  54(49)      94.3   78.3
NFFBF48CA  17-12     2758(2988)  42(38)      78.0   65.9
PFFBF66DA  20-05     2415(2620)  43(38)      68.5   56.3
IFFBF48CA  13-01     2686(3086)  48(41)      75.3   55.9
OFFBF18CA  19-01     2305(2535)  41(36)      69.5   55.9
IFFBF67CA  13-01     2505(2925)  48(41)      71.7   52.2
IFFBF08CA  13-08     3438(3438)  52(52)      66.0   66.0
IFFBF77CA  13-04     2683(3073)  48(41)      75.6   56.2
MFFBF18CA  17-04     3320(3550)  56(50)      71.1   59.3
IFFBF57CA  13-08     3143(3343)  51(50)      67.4   62.1
