ID         交易年月  總價(含車)  單價(含車)  權狀  建坪
NFFBF97CA  18-01     1440(1660)  47(39)      43.1  30.6
KFFBF08CA  15-05     1980(2100)  55(53)      39.6  35.8
OFFBF97CA  19-08     1753(1988)  42(37)      54.0  41.7
MFFBF58CA  17-07     2145(2375)  44(41)      58.6  48.8
OFFBF68CA  19-03     1700(1915)  42(35)      54.3  40.7
PFFBF38CA  20-01     1985(2180)  42(37)      59.5  47.4
LFFBF58CA  16-06     2758(2988)  62(53)      56.9  44.8
OFFBF68CA  19-02     1400(1600)  46(36)      44.4  30.4
NFFBF38CA  18-09     2036(2226)  45(39)      57.8  45.7
PFFBF68DA  20-06     2105(2315)  46(40)      57.8  45.7
OFFBF78CA  19-04     1780(1780)  45(45)      39.6  39.6
NFFBF48CA  18-09     1275(1275)  42(42)      30.4  30.4
LFFBF08CA  16-06     2592(2810)  58(49)      56.9  44.8
PFFBF78DA  20-06     2192(2428)  48(42)      57.4  45.3
OFFBF18CA  18-11     1820(2050)  45(38)      54.3  40.7
OFFBF48CA  19-05     1180(1180)  38(38)      30.9  30.9
MFFBF97CA  17-07     1995(2215)  48(40)      56.0  41.4
NFFBF38CA  18-04     2086(2316)  46(42)      55.7  45.8
MFFBF08CA  16-12     2572(2762)  58(49)      56.3  44.2
NFFBF78CA  18-06     1678(1798)  41(37)      48.2  40.9
LFFBF09CA  16-08     2850(3050)  63(53)      57.4  45.3
OFFBF08CA  18-12     1920(2180)  47(39)      55.4  40.9
MFFBF97CA  17-06     1840(2100)  42(36)      58.6  44.1
MFFBF08CA  17-04     2043(2238)  52(43)      51.5  39.0
JFFBF28CA  14-07     2311(2516)  53(46)      54.9  43.7
OFFBF78CA  19-05     1710(1920)  43(36)      53.4  39.8
NFFBF18CA  18-08     1855(2085)  42(36)      58.6  44.1
MFFBF28CA  17-02     1525(1750)  50(41)      43.1  30.6
LFFBF58CA  16-12     2625(2850)  59(50)      56.9  44.8
LFFBF56CA  16-08     2753(2965)  61(52)      57.4  45.3
PFFBF38DA  20-10     1545(1785)  50(40)      44.6  31.0
NFFBF18CA  17-10     2256(2486)  47(41)      60.1  47.8
MFFBF08CA  17-06     1438(1568)  44(39)      39.7  32.4
MFFBF09CA  17-05     2243(2473)  46(42)      58.6  48.8
OFFBF98CA  19-04     2150(2370)  48(42)      56.7  44.6
NFFBF48CA  18-07     1285(1515)  42(35)      43.7  30.7
NFFBF78CA  18-08     2108(2538)  46(39)      65.6  45.8
OFFBF28CA  19-09     2126(2336)  47(40)      57.8  45.7
MFFBF18CA  17-10     1640(1850)  47(39)      47.0  34.9
PFFBF58CA  20-01     2102(2312)  44(39)      59.8  47.7
JFFBF08CA  13-11     2420(2618)  55(48)      54.9  43.7
OFFBF57CA  18-12     1712(1907)  38(33)      57.6  45.5
LFFBF97CA  16-08     2442(2682)  54(47)      57.2  45.1
NFFBF77CA  18-02     1410(1620)  46(40)      41.0  30.7
LFFBF87CA  16-07     2624(2850)  59(51)      56.3  44.2
NFFBF47CA  18-09     1765(1765)  50(50)      35.2  35.2
KFFBF87CA  15-07     2255(2255)  57(57)      39.4  39.4
MFFBF67CA  17-02     2665(2855)  59(50)      56.9  44.8
KFFBF18CA  15-08     2055(2055)  52(52)      39.4  39.4
PFFBF97CA  19-12     1561(1771)  41(34)      52.5  38.1
OFFBF68CA  19-06     2270(2490)  48(42)      59.4  47.3
PFFBF28CA  20-02     1395(1395)  42(42)      33.0  33.0
NFFBF28CA  18-04     2100(2525)  46(39)      64.3  45.8
OFFBF38CA  19-03     1998(2218)  45(38)      58.6  44.1
NFFBF28CA  17-03     1655(1655)  54(54)      30.4  30.4
MFFBF08CA  17-09     1180(1400)  37(32)      43.9  32.3
LFFBF38CA  16-05     2759(2973)  62(52)      56.9  44.8
OFFBF78CA  19-04     1298(1298)  38(38)      34.5  34.5
OFFBF28CA  18-10     2045(2235)  45(39)      57.9  45.7
MFFBF58CA  17-06     2070(2300)  42(40)      57.5  49.5
KFFBF28CA  15-04     2604(2818)  60(50)      56.1  43.1
NFFBF38CA  17-12     1810(2030)  46(39)      51.5  39.0
OFFBF08CA  19-04     1555(1555)  45(45)      34.3  34.3
OFFBF57CA  19-09     1198(1768)  37(32)      54.7  32.3
NFFBF77CA  18-03     1400(1620)  46(38)      43.1  30.6
MFFBF18CA  17-07     1405(1610)  47(36)      44.8  30.2
MFFBF08CA  17-06     2700(2928)  57(49)      59.8  47.7
OFFBF08DA  19-02     1691(1906)  43(36)      52.8  39.6
KFFBF97CA  15-07     2155(2155)  57(57)      38.1  38.1
NFFBF67CA  17-12     1810(2030)  46(39)      51.5  39.0
OFFBF48CA  19-08     1610(1820)  40(34)      53.4  39.8
KFFBF37CA  14-12     2208(2398)  61(49)      49.1  36.0
MFFBF67CA  17-01     1980(2200)  51(45)      49.4  39.1
KFFBF28CA  15-08     2075(2075)  54(54)      38.1  38.1
MFFBF18CA  17-06     2642(2870)  55(48)      59.8  47.7
OFFBF58CA  19-07     1670(1910)  39(34)      55.6  42.5
MFFBF48CA  17-06     2172(2367)  46(42)      55.8  47.2
OFFBF18CA  18-10     1900(2145)  47(40)      53.9  40.7
KFFBF87CA  15-08     2072(2252)  54(46)      48.5  38.1
OFFBF38CA  18-12     1688(1903)  41(35)      54.3  40.7
OFFBF38CA  19-09     1545(1765)  41(34)      52.5  38.1
NFFBF28CA  17-12     1805(2005)  54(42)      47.5  33.5
LFFBF48CA  16-05     2205(2406)  63(51)      47.3  35.2
MFFBF08CA  17-09     2233(2433)  50(43)      57.2  45.1
KFFBF28CA  15-03     2584(3056)  60(44)      69.2  43.1
NFFBF09CA  18-08     1272(1512)  41(35)      43.7  30.7
OFFBF68CA  19-03     1540(1540)  36(36)      42.9  42.9
LFFBF97CA  16-07     2866(3106)  60(52)      59.8  47.7
OFFBF38CA  19-06     2050(2250)  45(39)      57.8  45.7
OFFBF87CA  18-09     2200(2436)  47(41)      59.4  47.3
OFFBF18CA  19-01     1551(1771)  51(40)      44.4  30.4
NFFBF77CA  18-10     2175(2400)  48(45)      53.9  45.3
NFFBF18CA  18-05     2020(2235)  44(40)      55.7  45.8
LFFBF77CA  16-10     2662(2874)  59(50)      57.4  45.3
MFFBF08CA  17-04     1991(2411)  52(38)      63.4  38.4
MFFBF77CA  17-01     1470(1710)  48(40)      43.1  30.6
OFFBF48CA  19-04     1723(1958)  42(36)      54.3  40.7
PFFBF88DA  20-06     2342(2562)  52(45)      57.4  45.3
MFFBF18CA  17-10     1371(1581)  45(40)      39.1  30.4
KFFBF08CA  15-10     2238(2448)  57(49)      49.7  39.4
OFFBF48CA  19-09     1615(1835)  42(35)      52.5  38.1
OFFBF58CA  19-01     1521(1736)  50(39)      44.4  30.4
LFFBF58CA  16-05     2687(2915)  60(51)      57.2  45.1
OFFBF09CA  19-02     1430(1680)  47(38)      44.4  30.4
OFFBF98CA  19-04     1750(1970)  43(36)      54.3  40.7
NFFBF98CA  18-04     1828(1828)  39(39)      46.4  46.4
MFFBF48CA  17-08     2086(2316)  46(42)      55.7  45.8
KFFBF28CA  15-08     2120(2120)  56(56)      38.1  38.1
LFFBF38CA  16-07     1948(2138)  55(45)      47.3  35.2
PFFBF38CA  20-03     1960(2130)  41(36)      59.5  47.4
NFFBF58CA  18-05     1510(1510)  44(44)      34.3  34.3
MFFBF08CA  17-04     2272(2500)  51(44)      56.9  44.8
LFFBF58CA  16-09     2197(2412)  62(51)      47.3  35.2
MFFBF78CA  17-06     1483(1678)  48(39)      43.1  30.6
LFFBF88CA  16-06     2106(2336)  61(50)      46.9  34.8
JFFBF28CA  14-11     2436(2666)  57(48)      56.1  43.1
NFFBF08CA  17-10     2209(2419)  46(40)      60.1  47.8
PFFBF38CA  20-03     1960(2170)  45(40)      54.9  43.7
KFFBF67DA  14-12     1945(2175)  57(49)      44.5  34.3
PFFBF88CA  20-06     1750(1990)  42(36)      54.9  41.7
PFFBF88CA  20-02     1608(1818)  42(35)      52.5  38.1
JFFBF68CA  14-06     2370(2566)  54(47)      54.9  43.7
MFFBF66CA  17-07     1833(2058)  47(42)      49.4  39.0
OFFBF18CA  19-02     1618(1818)  46(38)      47.4  35.3
KFFBF87CA  15-10     2226(2381)  56(48)      49.7  39.4
MFFBF08CA  17-07     1920(2140)  44(37)      58.6  44.1
NFFBF87CA  17-12     2040(2250)  45(41)      54.5  45.8
PFFBF96EA  20-07     1570(1690)  44(43)      39.1  35.3
MFFBF48CA  17-10     2050(2280)  42(40)      57.3  49.3
NFFBF28CA  17-11     2380(2610)  49(43)      61.1  48.8
MFFBF18CA  17-02     1515(1735)  47(37)      46.9  32.4
PFFBF78CA  20-02     1795(2040)  44(38)      53.9  40.7
PFFBF78CA  20-03     1273(1548)  39(36)      42.7  33.0
PFFBF56DA  20-06     1380(1380)  42(42)      33.0  33.0
OFFBF98CA  19-05     1888(2108)  56(44)      47.5  33.5
OFFBF48CA  19-09     1988(1988)  42(42)      47.3  47.3
LFFBF09CA  16-05     2463(2653)  55(47)      56.9  44.8
NFFBF09CA  18-03     2580(2780)  58(49)      56.9  44.8
IFFBF88CA  13-01     1927(2327)  48(39)      59.9  40.5
KFFBF28CA  15-12     2078(2233)  53(45)      49.8  39.4
OFFBF88CA  19-03     1591(1761)  44(37)      48.2  36.1
KFFBF28CA  15-08     2120(2120)  56(56)      38.1  38.1
LFFBF08CA  16-08     2697(2909)  60(51)      57.2  45.1
NFFBF87CA  18-03     1410(1650)  46(40)      41.0  30.7
OFFBF67CA  19-08     1720(1720)  35(35)      49.1  49.1
PFFBF08DA  20-10     1385(1570)  44(37)      42.9  31.3
NFFBF38CA  18-05     1522(1522)  50(50)      30.4  30.4
MFFBF77CA  17-09     2194(2409)  45(41)      58.6  48.8
JFFBF57CA  14-11     2538(2770)  59(49)      56.1  43.1
MFFBF08CA  17-05     1975(2197)  55(46)      47.8  35.7
KFFBF28CA  15-08     2119(2119)  54(54)      39.4  39.4
OFFBF38CA  19-05     1110(1355)  34(31)      43.5  32.3
MFFBF97CA  17-03     2511(2733)  57(49)      56.3  44.2
MFFBF38CA  17-06     1460(1670)  48(39)      43.1  30.6
PFFBF78DA  20-06     1860(1860)  37(37)      49.8  49.8
NFFBF87CA  18-06     2033(2203)  44(38)      57.9  45.7
NFFBF97CA  18-08     1272(1492)  41(34)      43.7  30.7
OFFBF38CA  19-03     1270(1270)  40(40)      32.1  32.1
NFFBF97CA  17-12     2777(3000)  62(53)      56.9  44.8
NFFBF18CA  18-08     2075(2505)  45(38)      65.6  45.8
NFFBF38CA  18-03     1971(2181)  43(40)      54.5  45.8
LFFBF48CA  16-05     2768(2990)  62(53)      56.9  44.8
OFFBF88CA  19-05     2155(2350)  47(41)      57.9  45.7
NFFBF78CA  18-06     1570(1570)  35(35)      44.5  44.5
MFFBF68CA  17-06     1895(2120)  48(41)      51.6  39.1
NFFBF38CA  18-02     2243(2458)  46(42)      58.6  48.8
OFFBF48CA  18-12     1376(1556)  38(32)      48.4  36.3
NFFBF98CA  18-08     1943(2188)  42(39)      55.7  45.8
JFFBF08CA  14-10     2070(2298)  58(47)      49.1  36.0
OFFBF58CA  19-11     1225(1480)  38(34)      43.5  32.3
MFFBF77CA  16-12     2620(2820)  58(49)      57.0  45.1
NFFBF28CA  18-07     2054(2299)  44(40)      57.1  47.2
PFFBF58DA  20-07     1550(1550)  38(38)      40.3  40.3
KFFBF08CA  15-07     2165(2165)  57(57)      38.1  38.1
MFFBF08CA  17-04     1585(1780)  52(41)      43.1  30.6
MFFBF77CA  17-01     1953(2338)  50(38)      61.9  39.1
KFFBF38CA  15-08     2115(2115)  56(56)      38.1  38.1
LFFBF77CA  16-10     2619(2836)  58(50)      56.9  44.8
MFFBF08CA  17-11     2053(2268)  45(41)      55.7  45.8
MFFBF97CA  17-08     2021(2216)  44(41)      54.5  45.8
KFFBF67CA  15-08     2320(2320)  59(59)      39.6  39.6
OFFBF48CA  19-01     1685(1900)  41(35)      54.3  40.7
LFFBF58CA  16-05     2785(3020)  61(53)      57.4  45.3
LFFBF67CA  16-05     2429(2630)  49(46)      57.1  49.1
MFFBF97CA  16-12     2750(2980)  61(52)      57.4  45.3
OFFBF48CA  19-07     2260(2480)  51(44)      56.7  44.6
MFFBF87CA  17-03     1988(2208)  47(39)      57.1  42.6
OFFBF97CA  19-09     2312(2568)  51(44)      57.8  45.7
LFFBF57CA  16-06     2385(2570)  49(45)      56.6  49.1
OFFBF58CA  19-04     1705(1925)  42(35)      54.3  40.7
LFFBF87CA  16-10     2771(2983)  61(52)      57.4  45.3
KFFBF38CA  15-08     2155(2155)  52(52)      41.4  41.4
MFFBF08CA  17-03     2754(2997)  60(52)      57.8  45.7
JFFBF77CA  14-11     2287(2474)  52(45)      54.9  43.7
MFFBF18CA  17-04     2670(2900)  60(51)      56.9  44.8
NFFBF08CA  18-01     1908(1908)  54(54)      35.3  35.3
LFFBF68CA  16-05     2085(2305)  60(49)      46.9  34.8
OFFBF66CA  19-07     1788(1968)  39(34)      57.9  45.8
JFFBF28CA  14-11     2160(2388)  59(48)      49.6  36.5
KFFBF87CA  15-04     2110(2310)  59(47)      49.1  36.0
LFFBF28CA  16-07     1790(1980)  51(42)      46.9  34.8
KFFBF38CA  15-08     2095(2095)  55(55)      38.1  38.1
PFFBF48CA  20-04     2075(2275)  44(38)      59.5  47.4
NFFBF68CA  18-05     2050(2220)  45(38)      57.9  45.7
NFFBF18CA  18-01     1510(1730)  46(36)      47.5  32.9
OFFBF78EA  19-02     2018(2143)  42(37)      57.4  48.5
MFFBF78CA  17-07     2017(2442)  44(38)      64.3  45.8
LFFBF78CA  16-07     2125(2323)  60(49)      47.3  35.2
OFFBF88CA  19-02     1400(1600)  46(36)      44.4  30.4
NFFBF97CA  17-12     2194(2409)  45(41)      58.6  48.8
OFFBF68CA  19-05     1790(1790)  45(45)      39.7  39.7
OFFBF38CA  18-11     1667(1882)  41(35)      54.3  40.7
LFFBF78CA  16-09     2550(2774)  58(49)      56.3  44.2
NFFBF38CA  18-01     1530(1750)  47(37)      46.9  32.4
OFFBF48CA  18-12     1700(1910)  42(34)      55.4  40.9
MFFBF09CA  17-06     2078(2233)  53(45)      49.8  39.4
NFFBF48CA  18-08     2185(2430)  46(42)      57.4  47.5
PFFBF66DA  20-02     2358(2588)  48(42)      60.9  48.8
OFFBF86CA  19-05     2358(2588)  49(43)      59.8  47.7
NFFBF28CA  17-12     2040(2250)  44(38)      58.9  46.6
MFFBF18CA  17-10     1680(1890)  41(34)      55.4  40.9
OFFBF48CA  19-07     1720(1960)  42(35)      55.4  40.9
KFFBF97CA  15-08     2122(2122)  54(54)      39.4  39.4
NFFBF76CA  18-05     2000(2180)  44(38)      57.9  45.7
KFFBF08CA  15-03     2154(2380)  60(48)      49.1  36.0
MFFBF28CA  17-06     1390(1610)  43(34)      46.9  32.4
PFFBF68DA  20-01     1730(1930)  44(39)      49.7  39.4
LFFBF08CA  16-09     2050(2250)  51(41)      54.8  40.5
PFFBF76DA  20-07     2171(2391)  48(42)      57.4  45.3
PFFBF68CA  19-11     1538(1788)  35(31)      57.0  44.0
MFFBF78CA  17-11     1453(1658)  46(36)      46.2  31.6
OFFBF88DA  19-02     1708(1908)  43(36)      52.8  39.6
PFFBF68CA  19-10     2210(2410)  46(40)      59.8  47.7
OFFBF48CA  19-04     1400(1650)  46(37)      44.4  30.4
KFFBF28CA  15-08     1910(2030)  53(51)      39.6  35.8
OFFBF98CA  19-03     1280(1450)  37(31)      46.6  34.5
NFFBF48CA  17-10     2505(2650)  51(39)      67.3  49.6
LFFBF37CA  16-09     2645(2880)  59(50)      57.2  45.1
MFFBF28CA  17-07     1850(2075)  47(40)      51.6  39.1
MFFBF38CA  17-07     2118(2358)  50(44)      54.0  42.1
KFFBF08CA  15-07     2143(2143)  52(52)      41.4  41.4
MFFBF87CA  17-10     2194(2409)  45(41)      58.6  48.8
KFFBF38CA  15-08     2131(2131)  54(54)      39.4  39.4
KFFBF08DA  15-03     2810(3000)  57(49)      61.6  49.6
MFFBF87CA  17-01     1465(1690)  48(39)      43.1  30.6
MFFBF08CA  17-03     2818(3040)  63(53)      56.9  44.8
LFFBF48CA  16-06     2082(2288)  60(49)      46.9  34.8
NFFBF97CA  18-06     1590(1760)  44(37)      48.2  36.1
NFFBF08CA  18-08     1315(1315)  43(43)      30.7  30.7
OFFBF48DA  19-01     1650(1850)  42(35)      52.8  39.6
PFFBF48CA  19-10     2110(2320)  46(40)      57.8  45.7
NFFBF68CA  17-12     1756(1966)  50(42)      47.3  35.2
MFFBF18CA  17-02     1528(1738)  50(40)      43.2  30.7
NFFBF48CA  18-01     2129(2339)  46(40)      58.1  45.8
NFFBF48CA  18-01     2016(2246)  44(40)      55.7  45.8
OFFBF98CA  19-06     1733(1928)  38(33)      57.9  45.8
KFFBF78CA  15-08     1973(1973)  52(52)      38.1  38.1
OFFBF58CA  18-12     1278(1458)  37(31)      46.6  34.5
IFFBF08CA  13-10     1796(1976)  52(50)      39.9  34.6
NFFBF38CA  18-07     2163(2408)  46(42)      57.1  47.2
LFFBF28CA  16-07     2220(2462)  63(52)      47.3  35.2
OFFBF08CA  19-02     1340(1580)  44(36)      43.7  30.7
NFFBF28CA  18-04     2145(2375)  44(41)      58.6  48.8
KFFBF28CA  15-08     2145(2145)  54(54)      39.4  39.4
OFFBF78EA  19-08     1650(1650)  41(41)      40.4  40.4
KFFBF57CA  15-09     1995(1995)  52(52)      38.1  38.1
MFFBF87CA  17-01     1840(2050)  47(40)      51.5  39.0
OFFBF68CA  19-06     1530(1770)  50(40)      44.4  30.4
LFFBF58CA  16-08     2496(2706)  55(47)      57.0  45.1
LFFBF28CA  16-06     2432(2668)  54(47)      56.9  44.8
MFFBF38CA  17-06     2399(2399)  53(53)      45.3  45.3
MFFBF08CA  17-09     2016(2231)  44(40)      55.7  45.8
MFFBF08CA  17-09     1830(2050)  47(40)      51.5  39.0
OFFBF48CA  19-07     1978(2218)  45(38)      58.6  44.1
MFFBF48CA  17-02     1848(2058)  52(43)      47.5  35.7
MFFBF48CA  17-03     2785(3015)  62(53)      56.9  44.8
LFFBF68CA  16-05     2642(2848)  59(50)      56.9  44.8
MFFBF87CA  17-03     2000(2420)  51(38)      64.1  39.1
NFFBF08CA  18-02     2210(2430)  47(41)      58.9  46.6
NFFBF97CA  18-09     2030(2245)  43(39)      57.1  47.2
NFFBF28CA  18-04     1448(1568)  45(39)      39.7  32.4
NFFBF08CA  18-09     1831(2071)  42(35)      58.6  44.1
KFFBF48CA  15-08     2038(2038)  52(52)      39.5  39.5
NFFBF88CA  18-04     2150(2370)  44(39)      61.2  48.9
MFFBF28CA  17-09     1810(2000)  51(42)      47.4  35.3
JFFBF18CA  14-10     2671(2897)  62(52)      56.1  43.1
OFFBF76CA  19-05     1448(1608)  42(35)      46.5  34.3
OFFBF66CA  19-06     1253(1518)  38(34)      44.2  33.0
MFFBF18CA  16-12     1967(2187)  56(46)      47.3  35.2
NFFBF58CA  18-06     2101(2326)  45(42)      55.8  47.2
MFFBF77CA  16-11     1968(2168)  50(40)      53.7  39.5
LFFBF38CA  16-07     2018(2208)  57(47)      47.3  35.2
PFFBF98DA  20-07     2038(2250)  45(39)      57.8  45.7
NFFBF78CA  18-05     1830(2150)  40(31)      69.5  45.2
KFFBF38CA  15-05     2094(2214)  58(56)      39.6  35.8
NFFBF58CA  18-03     2219(2434)  45(42)      58.6  48.8
OFFBF78CA  19-01     2160(2400)  44(42)      57.2  49.2
PFFBF96DA  20-07     1250(1250)  39(39)      31.7  31.7
PFFBF98CA  20-01     1520(1760)  37(32)      54.7  41.6
KFFBF78CA  15-04     2958(3400)  60(45)      75.4  49.2
OFFBF28CA  19-07     1740(1940)  52(41)      47.5  33.5
LFFBF87CA  16-09     2200(2200)  63(63)      35.2  35.2
NFFBF68CA  18-04     2208(2438)  45(42)      58.6  48.8
NFFBF58CA  18-08     2017(2262)  44(41)      55.7  45.8
PFFBF09CA  20-01     1507(1717)  39(32)      53.2  38.8
LFFBF76CA  16-08     2175(2405)  63(51)      46.9  34.8
KFFBF38CA  15-06     2040(2040)  54(54)      38.1  38.1
NFFBF38CA  18-01     2525(2700)  51(40)      67.3  49.6
MFFBF78CA  17-07     1468(1678)  46(36)      46.2  31.6
MFFBF28CA  17-10     1707(1927)  42(35)      55.4  40.9
KFFBF48CA  15-06     2165(2165)  57(57)      38.1  38.1
PFFBF09CA  20-05     1260(1260)  39(39)      32.1  32.1
JFFBF28DA  14-07     2673(2913)  54(47)      61.6  49.6
MFFBF88CA  17-04     1385(1385)  34(34)      40.2  40.2
PFFBF78DA  20-09     1617(1812)  44(38)      47.9  36.4
MFFBF58CA  17-02     1855(2050)  47(40)      51.6  39.1
MFFBF66CA  17-05     2060(2270)  49(42)      54.0  42.1
MFFBF68CA  16-12     1960(2150)  56(46)      46.9  34.8
NFFBF86CA  18-05     2093(2288)  46(40)      57.9  45.7
MFFBF38CA  17-05     1465(1595)  45(40)      39.7  32.4
PFFBF09CA  20-01     1770(2015)  42(37)      54.9  41.7
OFFBF56CA  19-05     1369(1577)  45(36)      44.4  30.4
JFFBF08CA  13-12     2400(2603)  55(47)      54.9  43.7
MFFBF09CA  17-03     1485(1680)  49(43)      39.1  30.4
OFFBF17CA  19-07     1116(1326)  36(31)      43.1  30.7
OFFBF68CA  19-08     1555(1775)  37(32)      55.0  41.9
PFFBF47DA  20-06     2310(2540)  52(45)      56.7  44.6
LFFBF38CA  15-11     2050(2230)  42(39)      57.3  49.3
OFFBF96CA  19-06     2033(2233)  46(39)      56.7  44.6
KFFBF88CA  14-12     2647(2835)  61(51)      56.1  43.1
OFFBF09CA  19-04     1570(1740)  46(37)      46.5  34.3
PFFBF58DA  20-07     2298(2528)  51(44)      57.4  45.3
PFFBF08DA  20-10     2152(2394)  47(41)      57.8  45.7
PFFBF48DA  20-04     1350(1550)  39(39)      39.6  34.3
KFFBF77CA  15-05     2026(2214)  56(45)      49.1  36.0
NFFBF08CA  17-11     2190(2410)  47(41)      58.9  46.6
NFFBF48DA  18-07     1315(1465)  37(37)      39.8  36.0
MFFBF57CA  17-08     1865(2070)  48(40)      51.6  39.1
OFFBF18CA  19-09     1656(1866)  40(34)      55.4  40.9
MFFBF87CA  17-02     2133(2288)  56(47)      48.5  38.1
NFFBF38CA  18-04     2155(2370)  47(43)      55.7  45.8
PFFBF28CA  19-12     1517(1727)  40(33)      52.5  38.1
PFFBF88DA  20-06     1500(1500)  38(38)      39.1  39.1
PFFBF18CA  19-09     1520(1740)  40(33)      52.5  38.1
PFFBF28CA  19-12     1840(2090)  54(49)      43.0  34.2
MFFBF08CA  17-01     1515(1710)  49(40)      43.2  30.7
MFFBF58CA  17-06     2226(2441)  47(43)      57.1  47.2
LFFBF18CA  15-12     1880(2100)  55(49)      43.0  34.2
NFFBF08CA  18-06     1605(1785)  44(37)      48.2  36.1
MFFBF38CA  17-11     2970(3206)  62(54)      59.8  47.7
NFFBF98CA  18-08     1785(2005)  40(34)      58.6  44.1
JFFBF08CA  14-10     2650(2850)  61(51)      56.1  43.1
LFFBF68CA  16-05     2182(2407)  63(51)      46.9  34.8
OFFBF09CA  19-06     2065(2260)  44(38)      59.5  47.4
MFFBF28CA  17-01     2460(2698)  55(48)      56.7  44.6
NFFBF88CA  17-09     2355(2565)  52(45)      57.2  45.1
KFFBF88CA  15-08     2075(2075)  54(54)      38.1  38.1
NFFBF68CA  18-01     1510(1735)  46(38)      45.9  32.9
LFFBF38CA  16-01     2324(2546)  54(45)      56.1  43.1
JFFBF28CA  14-11     2400(2600)  56(46)      56.1  43.1
NFFBF48CA  18-07     2185(2410)  45(42)      57.4  48.8
NFFBF58CA  18-07     1259(1489)  41(34)      43.7  30.7
NFFBF48CA  18-03     2340(2550)  49(43)      59.8  47.7
MFFBF48CA  17-07     1504(1724)  47(37)      46.6  32.0
KFFBF38CA  15-08     2145(2145)  54(54)      39.4  39.4
LFFBF67CA  15-11     2046(2236)  42(39)      57.2  49.2
MFFBF18CA  17-04     2260(2470)  46(43)      57.4  48.8
PFFBF88DA  20-05     2008(2008)  51(51)      39.7  39.7
MFFBF97CA  17-01     1505(1730)  49(40)      43.2  30.7
MFFBF08CA  17-09     2100(2315)  46(42)      55.7  45.8
PFFBF68CA  20-03     2150(2370)  48(42)      56.7  44.6
MFFBF78CA  17-06     2172(2387)  46(42)      57.1  47.2
MFFBF18CA  17-09     2086(2301)  46(41)      55.7  45.8
KFFBF97CA  14-12     2908(3134)  59(50)      62.3  49.2
MFFBF38CA  17-10     1780(2000)  51(43)      46.9  34.8
MFFBF78CA  17-05     2170(2170)  61(61)      35.4  35.4
OFFBF78CA  19-10     1468(1708)  35(31)      55.0  41.9
PFFBF98CA  20-01     1510(1715)  40(33)      52.5  38.1
JFFBF38CA  14-11     2380(2570)  55(46)      56.1  43.1
MFFBF28CA  17-04     2225(2440)  47(43)      57.1  47.2
MFFBF48CA  17-02     2150(2350)  47(42)      55.7  45.8
OFFBF28CA  19-07     1632(1852)  43(35)      52.5  38.1
JFFBF08DA  14-06     1755(1975)  51(43)      46.4  34.3
