ID         交易年月  總價(含車)  單價(含車)  權狀  建坪
NFFBF97DA  17-12     1365(1565)  41(34)      46.2  33.3
NFFBF87CA  18-09     1310(1500)  42(37)      40.3  31.2
NFFBF58CA  18-02     1154(1304)  44(33)      40.1  26.1
KFFBF67CA  15-08     995(1210)   47(38)      31.9  21.2
PFFBF58CA  19-07     1310(1310)  42(42)      31.0  31.0
IFFBF38CA  13-07     1038(1038)  45(45)      23.0  23.0
OFFBF78CA  19-05     1215(1215)  34(34)      35.7  35.7
HFFBF67CA  12-06     1260(1350)  41(37)      36.4  30.5
PFFBF78CA  20-02     1448(1668)  43(37)      45.5  34.0
HFFBF67CA  12-09     1222(1402)  40(37)      37.7  30.2
PFFBF88CA  19-07     978(1168)   42(35)      33.1  23.3
HFFBF48CA  12-08     1376(1376)  38(38)      36.2  36.2
KFFBF78CA  15-07     1733(1938)  44(39)      49.7  39.0
LFFBF67CA  15-11     1260(1500)  38(36)      41.8  33.6
HFFBF17CA  12-08     876(1001)   46(41)      24.2  18.9
LFFBF97CA  16-02     875(1100)   42(35)      31.5  20.8
PFFBF48CA  20-04     1745(1965)  45(38)      52.3  38.7
NFFBF68CA  18-01     1190(1325)  47(34)      39.3  25.3
HFFBF47CA  12-10     1358(1538)  39(32)      47.6  35.0
PFFBF38CA  19-10     1150(1380)  44(37)      37.5  25.9
JFFBF18CA  14-06     1291(1291)  36(36)      35.7  35.7
OFFBF58CA  19-03     1212(1422)  46(35)      40.5  26.2
OFFBF58CA  19-04     1405(1405)  37(37)      38.4  38.4
MFFBF48CA  17-04     975(1180)   40(31)      37.7  24.6
PFFBF88CA  20-05     1320(1530)  43(38)      40.8  31.0
NFFBF88CA  18-03     1185(1185)  46(46)      25.5  25.5
KFFBF58CA  15-06     1160(1160)  45(45)      25.5  25.5
OFFBF28CA  19-08     1762(1982)  45(36)      55.2  39.4
OFFBF68CA  19-11     1500(1500)  43(43)      34.9  34.9
HFFBF58CA  12-08     1365(1365)  36(36)      38.1  38.1
IFFBF87CA  12-11     830(1005)   44(38)      26.6  19.0
KFFBF78CA  15-05     1755(1960)  45(39)      49.7  39.0
PFFBF98DA  20-07     1767(2007)  46(38)      52.3  38.7
IFFBF48CA  13-05     1310(1510)  40(38)      40.0  32.4
OFFBF08CA  19-11     1250(1470)  44(35)      41.6  28.1
MFFBF87CA  16-12     1276(1491)  40(33)      45.0  31.9
LFFBF87CA  16-11     1558(1558)  43(43)      36.2  36.2
HFFBF57CA  12-10     1380(1570)  40(37)      42.8  34.6
NFFBF18CA  18-09     1332(1537)  43(38)      40.3  31.2
HFFBF47DA  12-08     1420(1600)  42(35)      45.1  34.0
PFFBF58CA  20-02     1766(1986)  46(38)      52.3  38.7
OFFBF58CA  19-03     1853(2063)  47(37)      55.2  39.4
PFFBF98CA  20-04     1266(1466)  41(37)      40.0  31.0
JFFBF38CA  14-04     1661(1866)  42(38)      49.4  39.2
JFFBF68CA  13-07     987(1157)   46(40)      29.1  21.4
OFFBF48CA  19-07     1418(1618)  48(38)      42.2  29.5
JFFBF58CA  14-06     1855(2060)  47(42)      49.4  39.2
IFFBF58CA  13-07     1555(1555)  41(41)      37.6  37.6
IFFBF28CA  13-04     1310(1310)  41(41)      32.3  32.3
JFFBF48CA  13-03     1175(1260)  41(35)      36.1  28.5
PFFBF09CA  20-01     991(1161)   43(35)      32.8  23.0
HFFBF68CA  12-08     1350(1350)  37(37)      36.2  36.2
IFFBF78CA  13-08     1280(1280)  38(38)      33.6  33.6
HFFBF97CA  12-09     1288(1428)  33(28)      51.2  39.5
PFFBF88CA  19-12     1286(1486)  46(36)      41.6  28.1
OFFBF66DA  19-04     990(990)    41(41)      24.1  24.1
JFFBF68CA  14-04     1808(2013)  46(41)      49.4  39.2
KFFBF28CA  15-07     1200(1200)  46(46)      26.0  26.0
HFFBF37CA  12-07     888(888)    47(47)      19.0  19.0
MFFBF08CA  17-04     925(1130)   38(30)      37.7  24.6
HFFBF27CA  12-09     953(1033)   31(28)      36.3  30.3
IFFBF18CA  13-08     1595(1595)  42(42)      37.7  37.7
IFFBF67DA  13-08     1310(1310)  37(37)      35.7  35.7
KFFBF48CA  15-06     1245(1450)  48(40)      36.6  26.0
PFFBF56EA  20-06     1286(1486)  38(36)      41.8  33.6
IFFBF48CA  13-08     1250(1250)  39(39)      32.3  32.3
JFFBF77CA  14-09     1138(1138)  47(47)      24.1  24.1
KFFBF48CA  15-06     778(778)    45(45)      17.1  17.1
NFFBF88DA  18-05     1236(1386)  44(40)      34.5  28.4
HFFBF77CA  12-09     862(862)    45(45)      19.0  19.0
HFFBF87CA  12-10     1340(1520)  39(32)      47.2  34.6
MFFBF48CA  17-02     990(1195)   42(32)      36.8  23.6
IFFBF68CA  13-07     1238(1238)  43(43)      28.9  28.9
PFFBF56CA  19-09     959(1149)   41(35)      33.2  23.4
HFFBF78CA  12-08     1370(1370)  38(38)      36.2  36.2
HFFBF08CA  12-10     832(977)    44(40)      24.2  18.9
LFFBF56CA  16-06     1035(1270)  41(35)      36.2  25.5
PFFBF18CA  19-11     1742(1952)  45(37)      52.3  38.7
