ID         交易年月  總價(含車)  單價(含車)  權狀   建坪 
NFFBF07CA  18-08     4198(4658)  52(44)      105.6  80.5 
JFFBF78CA  13-12     2950(2950)  35(35)      84.8   84.8 
PFFBF58CA  19-08     3615(4100)  42(39)      104.3  85.1 
KFFBF18CA  15-03     4229(4689)  43(40)      116.0  98.2 
HFFBF87CA  12-10     2700(2700)  32(32)      84.0   84.0 
HFFBF97CA  12-10     3584(3584)  35(35)      103.2  103.2
NFFBF76CA  18-07     3853(4258)  45(41)      104.4  85.3 
MFFBF78CA  17-08     4837(5407)  46(38)      141.7  104.1
KFFBF78CA  14-12     5800(5800)  34(34)      169.5  169.5
IFFBF58CA  13-10     3260(3260)  36(36)      89.8   89.8 
JFFBF09CA  14-06     3766(3766)  44(44)      85.3   85.3 
MFFBF96CA  17-07     3500(3500)  35(35)      100.5  100.5
LFFBF09CA  16-02     3258(3258)  38(38)      84.9   84.9 
LFFBF28CA  16-10     3459(3799)  41(35)      108.6  83.5 
JFFBF48CA  14-05     5360(5945)  51(40)      148.3  105.2
HFFBF97CA  12-10     3525(3525)  37(37)      94.3   94.3 
MFFBF48CA  17-01     3270(3490)  39(38)      91.8   82.9 
IFFBF08CA  13-10     2910(2910)  35(35)      82.9   82.9 
MFFBF98CA  17-02     3190(3630)  38(36)      100.3  83.2 
HFFBF08CA  12-10     3580(3580)  34(34)      106.8  106.8
IFFBF28CA  13-09     3190(3190)  32(32)      100.8  100.8
JFFBF58CA  13-10     3270(3270)  36(36)      90.4   90.4 
LFFBF86CA  16-06     3142(3142)  33(33)      95.4   95.4 
JFFBF66CA  14-05     2888(2888)  35(35)      83.3   83.3 
IFFBF09CA  13-07     2950(2950)  36(36)      81.8   81.8 
KFFBF78CA  15-02     3500(3920)  42(39)      101.3  83.5 
OFFBF07CA  19-06     3300(3300)  39(39)      84.5   84.5 
MFFBF66CA  16-12     3710(4280)  44(35)      121.2  83.6 
IFFBF66CA  13-06     3280(3280)  40(40)      81.3   81.3 
IFFBF09CA  13-04     3430(3430)  39(39)      87.8   87.8 
KFFBF57CA  14-12     4090(4910)  40(34)      145.8  102.1
KFFBF88CA  15-03     3515(3925)  43(40)      99.3   82.5 
