ID         交易年月  總價(含車)  單價(含車)  權狀   建坪
HFFBF47CA  12-09     2135(2305)  42(37)      62.7   51.0
IFFBF77CA  13-02     2868(2868)  37(37)      78.1   78.1
OFFBF38CA  19-10     2550(2550)  33(33)      76.2   76.2
JFFBF87CA  14-01     2260(2460)  43(41)      60.2   52.4
MFFBF28CA  17-11     2130(2130)  32(32)      65.7   65.7
JFFBF48CA  14-07     2284(2464)  45(41)      59.4   50.4
LFFBF28CA  16-09     2076(2196)  33(30)      73.7   62.9
LFFBF08CA  16-08     2905(3100)  42(40)      77.2   69.7
KFFBF18CA  15-02     2760(2960)  43(40)      74.4   64.5
JFFBF28DA  14-02     3540(3860)  48(41)      94.5   73.7
LFFBF48CA  16-03     3310(3500)  44(34)      101.6  74.7
MFFBF37CA  16-12     3020(3250)  50(45)      72.7   60.5
IFFBF67CA  13-04     2194(2360)  42(39)      60.8   52.4
JFFBF97CA  14-05     2530(2920)  41(33)      88.9   61.5
JFFBF87DA  14-04     3576(3956)  49(40)      97.8   73.7
HFFBF37CA  12-10     1921(2251)  37(33)      69.0   51.6
IFFBF87CA  13-04     2423(2743)  46(33)      83.9   53.1
NFFBF48DA  17-11     2600(2800)  44(39)      70.9   58.6
JFFBF38CA  14-02     2772(2947)  52(45)      65.5   53.8
OFFBF87CA  19-02     2368(2368)  33(33)      71.7   71.7
JFFBF67CA  14-05     2760(3100)  39(32)      97.2   69.9
HFFBF86CA  12-09     2541(2541)  40(40)      64.3   64.3
IFFBF17CA  13-01     3125(3125)  41(41)      76.9   76.9
JFFBF67CA  14-05     2738(2938)  46(43)      67.9   58.9
JFFBF87CA  14-07     2775(2975)  47(44)      67.8   58.9
LFFBF67CA  15-11     2170(2600)  40(33)      78.0   54.2
JFFBF47CA  14-01     2245(2475)  43(41)      60.8   52.4
KFFBF28CA  15-08     2445(2610)  42(40)      65.6   58.0
JFFBF77CA  14-04     2450(2450)  47(47)      52.3   52.3
KFFBF67CA  15-10     3060(3250)  52(46)      70.9   58.6
IFFBF87CA  12-12     2880(3210)  40(34)      94.4   71.2
HFFBF37CA  12-10     3125(3125)  49(49)      64.4   64.4
JFFBF57CA  14-07     3115(3475)  45(38)      91.4   69.4
HFFBF47CA  12-10     3073(3073)  48(48)      64.4   64.4
PFFBF48EA  20-01     2850(3100)  43(36)      86.5   66.6
LFFBF97CA  15-09     2530(2700)  42(37)      72.7   60.5
NFFBF48CA  18-04     2710(2710)  37(37)      73.0   73.0
IFFBF18CA  13-06     3050(3400)  51(42)      81.5   59.9
OFFBF78CA  19-06     2263(2408)  41(37)      65.9   55.6
KFFBF68EA  15-05     2740(2950)  41(38)      78.0   66.6
HFFBF67CA  12-11     2988(3228)  44(36)      90.2   68.5
IFFBF48CA  13-08     2810(3000)  42(38)      78.8   66.7
MFFBF08CA  16-12     2852(3192)  46(39)      82.8   62.0
LFFBF38CA  16-03     3558(3558)  49(49)      71.9   71.9
NFFBF78CA  18-03     3088(3493)  40(36)      95.7   76.6
HFFBF38CA  12-08     2400(2400)  39(39)      60.9   60.9
IFFBF97CA  13-11     2192(2422)  42(38)      63.6   51.9
MFFBF88CA  17-06     2450(2450)  36(36)      67.7   67.7
NFFBF28CA  18-08     2300(2300)  34(34)      67.5   67.5
LFFBF28CA  15-11     2325(2325)  35(35)      66.0   66.0
JFFBF97DA  14-02     3630(4010)  50(41)      97.5   73.3
MFFBF38CA  17-03     2740(2925)  40(38)      76.0   68.5
IFFBF97CA  13-04     2005(2137)  38(31)      68.2   52.9
JFFBF48CA  14-02     2793(2973)  52(45)      65.5   53.8
IFFBF47CA  13-04     2363(2508)  45(37)      68.2   52.9
IFFBF87CA  13-07     2880(3150)  47(38)      82.3   60.7
IFFBF17CA  13-09     2190(2410)  43(38)      62.7   51.0
NFFBF48DA  18-06     2480(2690)  42(38)      71.5   59.1
OFFBF68CA  19-08     1940(1940)  37(37)      52.2   52.2
JFFBF47CA  13-12     2276(2451)  44(39)      63.6   51.9
JFFBF67CA  14-02     2100(2100)  39(39)      53.2   53.2
JFFBF67CA  14-10     3370(3750)  46(38)      97.9   72.9
PFFBF98DA  20-06     2193(2358)  44(38)      62.5   50.2
NFFBF08CA  18-09     2420(2420)  36(36)      67.6   67.6
JFFBF18CA  14-05     2785(2965)  47(44)      67.8   58.9
HFFBF57CA  12-10     3101(3101)  48(48)      64.4   64.4
KFFBF97CA  14-11     3323(3669)  48(40)      91.4   69.4
LFFBF18CA  16-03     2088(2088)  42(42)      50.1   50.1
MFFBF48CA  17-05     3033(3253)  51(47)      69.4   59.5
JFFBF77CA  14-08     2693(2863)  51(42)      67.6   53.2
OFFBF58CA  19-03     2945(3165)  39(36)      88.7   75.8
IFFBF77CA  13-01     1973(1973)  34(34)      58.4   58.4
PFFBF56DA  20-05     2520(2705)  44(39)      70.2   57.9
MFFBF18CA  16-11     2200(2200)  32(32)      68.2   68.2
OFFBF98CA  19-04     2365(2825)  41(35)      81.8   57.8
JFFBF28CA  13-10     2239(2474)  42(40)      61.6   52.7
IFFBF27CA  12-11     2817(3237)  45(42)      77.7   62.6
LFFBF18CA  16-06     2000(2000)  35(35)      56.4   56.4
PFFBF78DA  20-04     2220(2410)  44(38)      62.8   50.5
JFFBF87CA  14-02     2669(2839)  45(40)      71.5   59.1
LFFBF48CA  16-07     3249(3629)  47(40)      91.4   69.4
IFFBF08CA  13-07     1919(2249)  37(33)      69.0   51.6
KFFBF18CA  15-05     2032(2032)  38(38)      53.7   53.7
PFFBF88DA  20-05     2151(2296)  43(38)      61.1   50.5
JFFBF97CA  14-03     3098(3263)  48(45)      72.5   64.9
JFFBF18CA  14-04     2700(2900)  47(44)      65.6   58.0
